locusName	rice.defline	Pfam	Panther	KOG	KO	Best.hit.arabi.name	arabi.symbol	Best.hit.rice.name	rice.symbol
Sobic.006G271700	L-asparaginase precursor protein, putative, expressed	PF01112	PTHR10188,PTHR10188:SF8	KOG1592	K08657	AT4G00590.1		LOC_Os04g58600.2	NA
Sobic.006G271800	potasium efflux antiporter protein, putative, expressed	PF02254,PF00999	PTHR16254,PTHR16254:SF13	KOG1650		AT4G00630.1	ATKEA2,KEA2	LOC_Os04g58620.1	NA
Sobic.006G271900	DNA mismatch repair protein MSH3, putative, expressed	PF05188,PF05190,PF01624,PF05192,PF00488	PTHR11361,PTHR11361:SF34		K08736	AT4G25540.1	ATMSH3,MSH3	LOC_Os04g58630.2	NA
Sobic.006G272000	csAtPR5, putative, expressed		PTHR33065,PTHR33065:SF22					LOC_Os10g34602.1	NA
Sobic.006G272100	OsFBX30 - F-box domain containing protein, expressed	PF00646	PTHR32133,PTHR32133:SF126			AT3G07870.1		LOC_Os01g60920.1	NA
Sobic.006G272200	cleavage and polyadenylation specificity factor subunit 5, putative, expressed	PF13869	PTHR13047	KOG1689	K14397	AT4G25550.1		LOC_Os04g58640.1	NA
Sobic.006G272300	pentatricopeptide, putative, expressed	PF01535,PF13041	PTHR24015,PTHR24015:SF323			AT3G29230.1		LOC_Os09g38310.1	NA
Sobic.006G272400	core histone H2A/H2B/H3/H4, putative, expressed	PF00808	PTHR10252,PTHR10252:SF41			AT1G56170.1	ATHAP5B,HAP5B,NF-YC2	LOC_Os04g58680.1	NA
Sobic.006G272450	OsFBX373 - F-box domain containing protein, expressed							LOC_Os10g05540.1	NA
Sobic.006G272500	expressed protein	PF13855,PF08263,PF07714	PTHR27000,PTHR27000:SF133	KOG1187		AT1G63430.1		LOC_Os04g58700.1	NA
Sobic.006G272600	AMP-binding domain containing protein, expressed	PF13193,PF00501	PTHR24095,PTHR24095:SF171	KOG1176		AT3G48990.1		LOC_Os04g58710.1	NA
Sobic.006G272700	expressed protein		PTHR23155,PTHR23155:SF509					LOC_Os10g04380.1	NA
Sobic.006G272800	anthranilate phosphoribosyltransferase, putative, expressed	PF00168,PF08372	PTHR10024,PTHR10024:SF225	KOG1028		AT4G11610.1		LOC_Os04g58720.1	NA
Sobic.006G272900	glutathione peroxidase domain containing protein, expressed	PF00578	PTHR11592,PTHR11592:SF37	KOG1651	K00432	AT4G11600.1	ATGPX6,GPX6,LSC803,PHGPX	LOC_Os04g46960.2	NA
Sobic.006G273000	AT hook motif domain containing protein, expressed	PF03479	PTHR31500,PTHR31500:SF19			AT2G45850.1		LOC_Os04g58730.1	NA
Sobic.006G273100									NA
Sobic.006G273150									NA
Sobic.006G273200	protein kinase family protein, putative, expressed	PF13414,PF07714	PTHR27001,PTHR27001:SF126	KOG1187	K14500	AT1G63500.1		LOC_Os04g58750.2	NA
Sobic.006G273300	membrane associated DUF588 domain containing protein, putative, expressed	PF04535	PTHR11615,PTHR11615:SF132			AT2G27370.1		LOC_Os04g58760.1	NA
Sobic.006G273400	pentatricopeptide repeat protein, putative, expressed	PF00076,PF01535,PF12854,PF13041	PTHR24015,PTHR24015:SF274	KOG0107		AT5G04810.1		LOC_Os04g58780.1	NA
Sobic.006G273500	expressed protein		PTHR36022,PTHR36022:SF1			AT2G43990.1		LOC_Os11g14240.1	NA
Sobic.006G273600	expressed protein		PTHR33177,PTHR33177:SF2			AT3G11600.1		LOC_Os04g58790.1	NA
Sobic.006G273700	ubiquitin-conjugating enzyme, putative, expressed	PF00179	PTHR24067,PTHR24067:SF147	KOG0896	K10704	AT2G36060.1	MMZ3,UEV1C	LOC_Os04g58800.1	NA
Sobic.006G273800	CAF1 family ribonuclease containing protein, putative, expressed	PF04857	PTHR10797,PTHR10797:SF3	KOG0304	K12581	AT5G22250.1		LOC_Os04g58810.1	NA
Sobic.006G273900	expressed protein	PF01535,PF13812	PTHR24015:SF693,PTHR24015			AT3G51320.1		LOC_Os05g01635.1	NA
Sobic.006G274000	ATOFP18/OFP18, putative, expressed	PF04844	PTHR33057,PTHR33057:SF26			AT5G04820.1	ATOFP13,OFP13	LOC_Os04g58820.1	NA
Sobic.006G274100	ribosome biogenesis regulatory protein, putative, expressed	PF04939	PTHR17602	KOG1765	K14852	AT2G37990.1		LOC_Os04g58830.1	NA
Sobic.006G274200	Eukaryotic aspartyl protease domain containing protein, expressed	PF14543	PTHR13683,PTHR13683:SF225	KOG1339		AT3G52500.1		LOC_Os04g58840.1	NA
Sobic.006G274300	harpin-induced protein 1 domain containing protein, expressed	PF03168	PTHR31415,PTHR31415:SF18			AT3G11650.1	NHL2	LOC_Os04g58850.1	NA
Sobic.006G274400	harpin-induced protein 1 domain containing protein, expressed	PF03168	PTHR31415,PTHR31415:SF8			AT3G44220.1		LOC_Os04g58860.1	NA
Sobic.006G274500	expressed protein	PF04669	PTHR31444,PTHR31444:SF7			AT4G24910.1		LOC_Os11g29680.1	NA
Sobic.006G274600	exo70 exocyst complex subunit, putative, expressed	PF03081	PTHR12542,PTHR12542:SF33		K07195	AT5G03540.1	ATEXO70A1,EXO70A1	LOC_Os04g58880.1	NA
Sobic.006G274700	expressed protein		PTHR36351,PTHR36351:SF1					LOC_Os04g58890.1	NA
Sobic.006G274800	hydrolase, NUDIX family, domain containing protein, expressed	PF00293	PTHR11839,PTHR11839:SF13			AT3G10620.1	ATNUDX26,NUDX26	LOC_Os04g58900.1	NA
Sobic.006G274833									NA
Sobic.006G274866	receptor protein kinase TMK1 precursor, putative, expressed	PF00560,PF08263,PF07714	PTHR27001,PTHR27001:SF109	KOG1187		AT1G66150.1	TMK1	LOC_Os04g58910.1	NA
Sobic.006G274933	U-box domain-containing protein, putative, expressed	PF04564	PTHR22849,PTHR22849:SF10			AT2G35930.1	PUB23	LOC_Os04g58920.1	NA
Sobic.006G275000	tubulin/FtsZ domain containing protein, putative, expressed	PF12327,PF00091	PTHR30314,PTHR30314:SF13		K03531	AT2G36250.1	ATFTSZ2-1,FTSZ2-1	LOC_Os03g44420.1	NA
Sobic.006G275100	mitochondrial carrier protein, putative, expressed	PF00153	PTHR24089,PTHR24089:SF397	KOG0761	K15119	AT4G27940.1	ATMTM1,MTM1	LOC_Os01g12470.1	NA
Sobic.006G275200	CHCH domain containing protein, expressed		PTHR37750,PTHR37750:SF1			AT4G23760.1		LOC_Os01g12464.1	NA
Sobic.006G275300	VQ domain containing protein, putative, expressed	PF05678	PTHR33143,PTHR33143:SF7			AT3G18690.1	MKS1	LOC_Os08g01260.1	NA
Sobic.006G275401	expressed protein							LOC_Os04g58940.1	NA
Sobic.006G275500	regulator of chromosome condensation, putative, expressed	PF01363,PF13713,PF08381,PF00415	PTHR22870,PTHR22870:SF194	KOG1427		AT5G42140.1		LOC_Os04g58960.1	NA
Sobic.006G275600	uncharacterized ACR, YggU family COG1872 containing protein, expressed	PF02594	PTHR13420	KOG3276	K09131	AT1G49170.1		LOC_Os04g58970.1	NA
Sobic.006G275700	expressed protein		PTHR35693			AT1G26750.1		LOC_Os12g10650.1	NA
Sobic.006G275800	dehydrogenase, putative, expressed	PF00180	PTHR11835,PTHR11835:SF53		K00052	AT1G80560.1	ATIMD2,IMD2	LOC_Os03g45320.1	NA
Sobic.006G275900	pentatricopeptide, putative, expressed	PF14432,PF13041,PF01535	PTHR24015,PTHR24015:SF50			AT3G15130.1		LOC_Os04g58980.1	NA
Sobic.006G276000	CAMK_CAMK_like_ULKh_APGy.3 - CAMK includes calcium/calmodulin depedent protein kinases, expressed	PF06293	PTHR24348,PTHR24348:SF24	KOG0583	K08269	AT1G49180.1		LOC_Os04g58990.1	NA
Sobic.006G276100	protein kinase family protein, putative, expressed	PF01842,PF07714	PTHR23257,PTHR23257:SF516	KOG0192		AT4G35780.1		LOC_Os04g59000.1	NA
Sobic.006G276200	F-box domain containing protein, expressed	PF00646	PTHR32133,PTHR32133:SF84			AT1G76920.1		LOC_Os04g59010.1	NA
Sobic.006G276300	integral membrane protein, putative, expressed	PF01988	PTHR31851,PTHR31851:SF6	KOG4473		AT3G43660.1		LOC_Os04g59020.1	NA
Sobic.006G276401									NA
Sobic.006G276500									NA
Sobic.006G276533									NA
Sobic.006G276566	RWP-RK domain-containing protein, putative, expressed	PF02042				AT1G74480.1		LOC_Os04g47640.1	NA
Sobic.006G276600	auxin-induced protein 5NG4, putative, expressed	PF00892	PTHR31218,PTHR31218:SF7			AT1G25270.1		LOC_Os04g59120.1	NA
Sobic.006G276700	soluble inorganic pyrophosphatase, putative, expressed	PF00719	PTHR10286,PTHR10286:SF22	KOG1626	K01507	AT2G46860.1	AtPPa3,PPa3	LOC_Os04g59040.1	NA
Sobic.006G276801	OsFBX285 - F-box domain containing protein, expressed		PTHR32133,PTHR32133:SF134					LOC_Os08g20492.1	NA
Sobic.006G276900	expressed protein		PTHR36363			AT3G18800.1		LOC_Os04g59050.1	NA
Sobic.006G277000	heat shock protein DnaJ, putative, expressed	PF00226				AT2G18465.1		LOC_Os04g59060.1	NA
Sobic.006G277100	auxin-induced protein 5NG4, putative, expressed	PF00892	PTHR31218,PTHR31218:SF7			AT1G25270.1		LOC_Os04g59120.1	NA
Sobic.006G277200	OsFBT6 - F-box and tubby domain containing protein, expressed	PF00646,PF01167	PTHR16517,PTHR16517:SF38	KOG2502		AT1G76900.1	AtTLP1,TLP1	LOC_Os04g59130.1	NA
Sobic.006G277300	expressed protein	PF05633	PTHR31509,PTHR31509:SF0			AT1G74450.1		LOC_Os12g06780.1	NA
Sobic.006G277400									NA
Sobic.006G277500	peroxidase precursor, putative, expressed	PF00141	PTHR31235,PTHR31235:SF79		K00430	AT1G71695.1		LOC_Os04g59150.1	NA
Sobic.006G277550	peroxidase precursor, putative, expressed	PF00141	PTHR31235,PTHR31235:SF79		K00430	AT1G71695.1		LOC_Os04g59150.1	NA
Sobic.006G277600	peroxidase precursor, putative, expressed	PF00141	PTHR31235:SF34,PTHR31235		K00430	AT1G71695.1		LOC_Os04g59160.1	NA
Sobic.006G277700	peroxidase precursor, putative, expressed	PF00141	PTHR31235,PTHR31235:SF34		K00430	AT1G71695.1		LOC_Os04g59200.1	NA
Sobic.006G277750	phospholipase C, putative, expressed		PTHR13593,PTHR13593:SF48			AT1G49740.1		LOC_Os04g59310.1	NA
Sobic.006G277800	peroxidase precursor, putative, expressed	PF00141	PTHR31235,PTHR31235:SF34		K00430	AT1G71695.1		LOC_Os04g59260.1	NA
Sobic.006G277900	phospholipase C, putative, expressed		PTHR13593,PTHR13593:SF48			AT1G49740.1		LOC_Os04g59310.1	NA
Sobic.006G278000	protein kinase domain containing protein, expressed	PF00069	PTHR27003,PTHR27003:SF77	KOG1187		AT3G19300.1		LOC_Os04g59320.1	NA
Sobic.006G278100	expressed protein	PF03168	PTHR31852,PTHR31852:SF38			AT1G45688.1		LOC_Os04g59330.1	NA
Sobic.006G278200	RNA-binding region RNP-1, putative, expressed		PTHR36309,PTHR36309:SF1			AT1G05970.2		LOC_Os09g02400.3	NA
Sobic.006G278300	thaumatin, putative, expressed	PF00314	PTHR31048,PTHR31048:SF39			AT1G77700.1		LOC_Os04g59370.1	NA
Sobic.006G278400	ZOS4-14 - C2H2 zinc finger protein, expressed		PTHR31681,PTHR31681:SF8			AT1G75710.1		LOC_Os04g59380.1	NA
Sobic.006G278500	class I glutamine amidotransferase, putative, expressed	PF07722,PF00958	PTHR11922,PTHR11922:SF2		K01951	AT1G63660.1		LOC_Os08g23730.1	NA
Sobic.006G278600	oxidoreductase, 2OG-Fe oxygenase family protein, putative, expressed	PF13532	PTHR31447,PTHR31447:SF3	KOG4176	K10767	AT4G36090.3		LOC_Os06g04660.1	NA
Sobic.006G278700	expressed protein	PF13414	PTHR22904:SF289,PTHR22904			AT4G08320.1		LOC_Os04g59394.2	NA
Sobic.006G278800	expressed protein		PTHR35995			AT1G21830.1		LOC_Os04g59420.1	NA
Sobic.006G278900	auxin response factor, putative, expressed	PF06507,PF02362	PTHR31384,PTHR31384:SF19			AT1G77850.1	ARF17	LOC_Os04g59430.1	NA
Sobic.006G278950									NA
Sobic.006G279000	expressed protein		PTHR33527,PTHR33527:SF3					LOC_Os10g10320.1	NA
Sobic.006G279100	CAMK_CAMK_like.28 - CAMK includes calcium/calmodulin depedent protein kinases, expressed	PF00069	PTHR24343,PTHR24343:SF190	KOG0583	K14498	AT1G60940.1	SNRK2-10,SNRK2.10,SRK2B	LOC_Os04g59450.1	NA
Sobic.006G279200	expressed protein		PTHR13129,PTHR13129:SF4		K11789	AT4G31160.1	DCAF1	LOC_Os04g59460.1	NA
Sobic.006G279400	no apical meristem protein, putative, expressed	PF02365	PTHR31989,PTHR31989:SF41			AT1G71930.1	ANAC030,VND7	LOC_Os08g01330.1	NA
Sobic.006G279600									NA
Sobic.006G279700	POT family protein, expressed	PF07690	PTHR11654,PTHR11654:SF172	KOG1237	K14638	AT1G22550.1		LOC_Os04g59480.1	NA
Sobic.006G279800	retrotransposon protein, putative, unclassified		PTHR25952,PTHR25952:SF206					LOC_Os07g48590.1	NA
Sobic.006G279900	RING finger protein 13, putative, expressed	PF13639,PF02225	PTHR22765,PTHR22765:SF46	KOG4628	K15692	AT1G71980.1		LOC_Os03g07130.2	NA
Sobic.006G280000	transportin-2, putative, expressed	PF03810,PF02985,PF13513	PTHR10527,PTHR10527:SF3		K18752	AT2G16950.2	ATTRN1,TRN1	LOC_Os04g59494.4	NA
Sobic.006G280050	transportin-2, putative, expressed	PF00366	PTHR10744,PTHR10744:SF7	KOG1740	K02961	AT1G79850.1	CS17,PRPS17,RPS17	LOC_Os04g59494.1	NA
Sobic.006G280100	SET domain containing protein, expressed	PF05033,PF00856,PF10440	PTHR22884,PTHR22884:SF366	KOG1082		AT1G04050.1	SDG13,SUVR1	LOC_Os02g40770.2	NA
Sobic.006G280200	PHD finger family protein, putative, expressed	PF00628,PF16135	PTHR24098,PTHR24098:SF7			AT3G14980.1		LOC_Os04g59510.1	NA
Sobic.006G280250									NA
Sobic.006G280300	anthranilate phosphoribosyltransferase, putative, expressed	PF08372,PF00168	PTHR10024,PTHR10024:SF197			AT1G22610.1		LOC_Os04g59520.1	NA
Sobic.006G280400	phosphatidylinositol-4-phosphate 5-Kinase, putative, expressed	PF00118,PF01504	PTHR11353,PTHR11353:SF89			AT1G34260.1	FAB1D	LOC_Os08g01390.1	NA
Sobic.006G280500	phosphate/phosphate translocator, putative, expressed	PF08449	PTHR11132,PTHR11132:SF114	KOG1441		AT1G77610.1		LOC_Os04g59550.3	NA
Sobic.006G280600	tubulin folding cofactor B, putative, expressed	PF01302,PF14560	PTHR18916	KOG3206	K17262	AT3G10220.1		LOC_Os04g59560.1	NA
Sobic.006G280700									NA
Sobic.006G280800	expressed protein	PF12527	PTHR36061,PTHR36061:SF2			AT4G33480.1		LOC_Os04g59570.2	NA
Sobic.006G280900	zinc finger, C3HC4 type domain containing protein, expressed	PF12906	PTHR23012,PTHR23012:SF66			AT5G63780.1	SHA1	LOC_Os04g59580.1	NA
Sobic.006G281000	methyltransferase, putative, expressed	PF03141	PTHR10108,PTHR10108:SF784			AT5G64030.1		LOC_Os04g59590.1	NA
Sobic.006G281066	pentatricopeptide, putative, expressed	PF16953	PTHR13547,PTHR13547:SF3			AT2G32230.1	PRORP1	LOC_Os04g59600.1	NA
Sobic.006G281132	expressed protein	PF00161						LOC_Os11g01290.1	NA
Sobic.006G281200	csAtPR5, putative, expressed		PTHR33065,PTHR33065:SF22					LOC_Os08g04590.1	NA
Sobic.006G281300									NA
Sobic.006G281400	SNF2 family N-terminal domain containing protein, expressed	PF04851,PF00271	PTHR10799,PTHR10799:SF726			AT5G63950.1	CHR24	LOC_Os04g59624.2	NA
Sobic.006G281500	prenylcysteine oxidase 1 precursor, putative, expressed	PF01593	PTHR15944		K05906	AT5G63910.1	FCLY	LOC_Os04g59630.1	NA
Sobic.006G281600	OsSigP6 - Putative Type I Signal Peptidase homologue; employs a putative Ser/Lys catalytic dyad, expressed	PF10502	PTHR12383,PTHR12383:SF18		K03100	AT2G30440.1	TPP	LOC_Os09g28000.1	NA
Sobic.006G281700	DUF803 domain containing, putative, expressed	PF05653	PTHR12570,PTHR12570:SF24	KOG2922		AT1G71900.1		LOC_Os01g65986.1	NA
Sobic.006G281800	ras-related protein, putative, expressed	PF00025	PTHR24073,PTHR24073:SF598	KOG0080	K07910	AT1G43890.1	ATRAB-C1,ATRAB18,ATRABC1,RAB18,RAB18-1,RABC1	LOC_Os10g31830.1	NA
Sobic.006G281900	no apical meristem protein, putative, expressed	PF02365	PTHR31989,PTHR31989:SF42			AT5G09330.3	anac082,NAC082,VNI1	LOC_Os05g35170.2	NA
Sobic.006G282000	cytochrome c, putative, expressed	PF00034	PTHR11961,PTHR11961:SF10	KOG3453	K08738	AT1G22840.1	ATCYTC-A,CYTC-1	LOC_Os05g34770.1	NA
Sobic.006G282100	DNA binding protein, putative, expressed	PF02485	PTHR31042,PTHR31042:SF25			AT1G10280.1		LOC_Os04g20420.1	NA
Sobic.006G282200	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDasubunit precursor, putative, expressed	PF04597	PTHR21049	KOG2291	K12666	AT2G01720.1		LOC_Os05g23600.1	NA
Sobic.006G282300	endoglucanase, putative, expressed	PF00759	PTHR22298,PTHR22298:SF39			AT1G65610.1	ATGH9A2,KOR2	LOC_Os04g41970.1	NA
Sobic.007G000050	retrotransposon protein, putative, unclassified, expressed	PF00098	PTHR23002,PTHR23002:SF63			AT3G43590.1		LOC_Os04g45890.1	NA
Sobic.007G000100	retrotransposon protein, putative, unclassified, expressed	PF04818,PF00855	PTHR12550,PTHR12550:SF49	KOG1904		AT5G23150.1	HUA2	LOC_Os08g01054.1	NA
Sobic.007G000200	expressed protein	PF05623	PTHR32010,PTHR32010:SF8			AT5G49220.1		LOC_Os04g57870.1	NA
Sobic.007G000300	expressed protein	PF12579	PTHR14000,PTHR14000:SF10			AT1G60670.2		LOC_Os08g01080.1	NA
Sobic.007G000400	B3 DNA binding domain containing protein, expressed	PF02362	PTHR31140,PTHR31140:SF12			AT3G24650.1	ABI3,SIS10	LOC_Os08g01090.1	NA
Sobic.007G000500	HMG1/2, putative, expressed	PF00505	PTHR13711,PTHR13711:SF147	KOG0381		AT5G23420.1	HMGB6	LOC_Os08g01100.1	NA
Sobic.007G000600	CRP2 - Cysteine-rich family protein precursor, expressed							LOC_Os04g58120.1	NA
Sobic.007G000700	choline transporter-related, putative, expressed	PF04515	PTHR12385,PTHR12385:SF47	KOG1362	K15377	AT3G15380.1		LOC_Os04g58470.1	NA
Sobic.007G000800	expressed protein	PF14778	PTHR33966,PTHR33966:SF1	KOG4703		AT3G28670.1		LOC_Os10g11110.1	NA
Sobic.007G000900	flap endonuclease, putative, expressed	PF00752,PF00867	PTHR11081,PTHR11081:SF17	KOG2519	K15338	AT3G48900.2		LOC_Os08g01130.1	NA
Sobic.007G001100	DTA2, putative, expressed	PF05686	PTHR12203,PTHR12203:SF31	KOG2458		AT5G23850.1		LOC_Os08g01150.1	NA
Sobic.007G001200	vesicle-associated membrane protein, putative, expressed	PF13774,PF00957	PTHR21136,PTHR21136:SF101	KOG0859	K08515	AT5G22360.1	ATVAMP714,VAMP714	LOC_Os10g06540.1	NA
Sobic.007G001300	membrane associated DUF588 domain containing protein, putative, expressed	PF04535	PTHR11615,PTHR11615:SF116			AT2G36100.1		LOC_Os08g01160.1	NA
Sobic.007G001500	nicalin, putative, expressed	PF05450	PTHR31826			AT3G44330.1		LOC_Os08g01180.1	NA
Sobic.007G001600	LTPL151 - Protease inhibitor/seed storage/LTP family protein precursor, expressed	PF14368	PTHR33214,PTHR33214:SF10			AT5G38170.1		LOC_Os03g02050.1	NA
Sobic.007G001700	ATOFP18/OFP18, putative, expressed	PF04844	PTHR33057,PTHR33057:SF26			AT5G04820.1	ATOFP13,OFP13	LOC_Os08g01190.1	NA
Sobic.007G001800	harpin-induced protein 1 domain containing protein, expressed	PF03168	PTHR31415,PTHR31415:SF21			AT2G35460.1		LOC_Os04g58850.1	NA
Sobic.007G001900	harpin-induced protein 1 domain containing protein, expressed	PF03168	PTHR31415,PTHR31415:SF7			AT3G44220.1		LOC_Os08g01220.1	NA
Sobic.007G002000	heavy metal-associated domain containing protein, expressed	PF00403	PTHR22814,PTHR22814:SF47	KOG1603		AT1G71050.1		LOC_Os01g32330.1	NA
Sobic.007G002100	VQ domain containing protein, putative, expressed	PF05678	PTHR33143,PTHR33143:SF7			AT3G18690.1	MKS1	LOC_Os08g01260.1	NA
Sobic.007G002200	glycine-rich RNA-binding protein 7, putative, expressed	PF00098,PF00076	PTHR24012	KOG4207	K12885	AT3G26420.1	ATRZ-1A	LOC_Os03g61990.5	NA
Sobic.007G002300	protein kinase family protein, putative, expressed	PF01842,PF07714	PTHR23257,PTHR23257:SF516	KOG0192	K17535	AT2G17700.1		LOC_Os08g01270.1	NA
Sobic.007G002400									NA
Sobic.007G002500	OsFBT12 - F-box and tubby domain containing protein, expressed	PF00646,PF01167	PTHR16517,PTHR16517:SF42	KOG2502		AT1G25280.1	AtTLP10,TLP10	LOC_Os08g01290.1	NA
Sobic.007G002600	zinc finger DHHC domain-containing protein, putative, expressed	PF01529	PTHR22883,PTHR22883:SF74	KOG1311	K16675	AT4G24630.1		LOC_Os08g01300.1	NA
Sobic.007G002700	OsWAK14 - OsWAK receptor-like protein kinase, expressed	PF13947,PF00069	PTHR27005,PTHR27005:SF32	KOG1187		AT1G21240.1	WAK3	LOC_Os02g42150.1	NA
Sobic.007G002800	phospholipase C, putative, expressed		PTHR13593,PTHR13593:SF40			AT4G36945.1		LOC_Os08g01310.1	NA
Sobic.007G002900	C3-BTB1 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with C3 subfamily conserved sequence, expressed	PF00651	PTHR24413,PTHR24413:SF85		K10523	AT1G21780.1		LOC_Os08g01320.2	NA
Sobic.007G003000	no apical meristem protein, putative, expressed	PF02365	PTHR31989,PTHR31989:SF41			AT4G36160.1	ANAC076,NAC076,VND2	LOC_Os08g01330.1	NA
Sobic.007G003100	transmembrane protein 18, putative, expressed	PF14770	PTHR22593			AT1G34350.1		LOC_Os08g01350.1	NA
Sobic.007G003200	reticuline oxidase-like protein precursor, putative, expressed	PF08031,PF01565	PTHR32448,PTHR32448:SF19			AT4G20820.1		LOC_Os06g35560.1	NA
Sobic.007G003250	cytochrome P450, putative, expressed	PF00067	PTHR24298:SF163,PTHR24298			AT2G45580.1	CYP76C3	LOC_Os08g01450.1	NA
Sobic.007G003300									NA
Sobic.007G003400	cytochrome P450, putative, expressed	PF00067	PTHR24298,PTHR24298:SF163	KOG0156		AT3G48280.1	CYP71A25	LOC_Os08g01510.1	NA
Sobic.007G003500	cytochrome P450, putative, expressed	PF00067	PTHR24298:SF163,PTHR24298	KOG0156		AT3G26300.1	CYP71B34	LOC_Os08g01450.1	NA
Sobic.007G003600	cytochrome P450, putative, expressed	PF00067	PTHR24298,PTHR24298:SF163	KOG0156		AT3G48280.1	CYP71A25	LOC_Os08g01450.1	NA
Sobic.007G003700	cytochrome P450, putative, expressed	PF00067	PTHR24298,PTHR24298:SF163	KOG0156		AT3G48300.1	CYP71A23	LOC_Os08g01450.1	NA
Sobic.007G003800	acetyltransferase, GNAT family, putative, expressed	PF00583	PTHR10545	KOG3216		AT2G39020.1		LOC_Os03g05710.1	NA
Sobic.007G003900	cytochrome P450, putative, expressed	PF00067	PTHR24298,PTHR24298:SF163	KOG0156		AT3G48280.1	CYP71A25	LOC_Os08g01450.1	NA
Sobic.007G004000	YL1 nuclear protein C-terminal domain containing protein, expressed	PF08265,PF05764	PTHR13275	KOG2897	K11664	AT2G36740.1	ATSWC2,SWC2	LOC_Os08g09320.1	NA
Sobic.007G004100	OsFBX260 - F-box domain containing protein, expressed	PF00646	PTHR31370,PTHR31370:SF2			AT5G39450.1		LOC_Os08g01430.1	NA
Sobic.007G004200	PHD-finger domain containing protein, putative, expressed	PF00628	PTHR10615,PTHR10615:SF100			AT1G77250.1		LOC_Os08g01420.1	NA
Sobic.007G004300	phosphate/phosphoenolpyruvate translocator-related protein, putative, expressed	PF08449	PTHR11132,PTHR11132:SF114	KOG1441		AT1G77610.1		LOC_Os08g01410.1	NA
Sobic.007G004400	expressed protein		PTHR31509,PTHR31509:SF2			AT1G22030.1		LOC_Os08g01400.1	NA
Sobic.007G004500	phosphatidylinositol-4-phosphate 5-Kinase, putative, expressed	PF00118,PF01504	PTHR11353,PTHR11353:SF86		K00921	AT3G14270.1	FAB1B	LOC_Os08g01390.1	NA
Sobic.007G004600	2Fe-2S iron-sulfur cluster binding domain containing protein, expressed	PF00111	PTHR19370,PTHR19370:SF110		K02639	AT1G60950.1	ATFD2,FED A	LOC_Os08g01380.1	NA
Sobic.007G004700	2Fe-2S iron-sulfur cluster binding domain containing protein, expressed	PF00111	PTHR19370,PTHR19370:SF110		K02639	AT1G60950.1	ATFD2,FED A	LOC_Os08g01380.1	NA
Sobic.007G004750									NA
Sobic.007G004800	2Fe-2S iron-sulfur cluster binding domain containing protein, expressed	PF00111	PTHR19370,PTHR19370:SF110		K02639	AT1G60950.1	ATFD2,FED A	LOC_Os08g01380.1	NA
Sobic.007G004850									NA
Sobic.007G004900	expressed protein		PTHR37732,PTHR37732:SF1			AT3G12960.1		LOC_Os08g01370.1	NA
Sobic.007G005000	expressed protein		PTHR12606:SF1,PTHR12606					LOC_Os02g06830.2	NA
Sobic.007G005100	transposon protein, putative, unclassified, expressed	PF01112	PTHR10188,PTHR10188:SF24	KOG1592	K13051	AT5G08100.1		LOC_Os03g40070.1	NA
Sobic.007G005200	PHD-finger domain containing protein, expressed	PF16135	PTHR24098,PTHR24098:SF7			AT3G14980.1		LOC_Os04g35430.1	NA
Sobic.007G005300	RING finger protein 13, putative, expressed	PF13639,PF02225	PTHR22765,PTHR22765:SF46	KOG4628	K15692	AT1G71980.1		LOC_Os08g01360.2	NA
Sobic.007G005400	chaperone protein dnaJ, putative, expressed	PF00684,PF00226,PF01556	PTHR24078,PTHR24078:SF315	KOG0715	K03686	AT2G22360.1		LOC_Os05g26902.1	NA
Sobic.007G005500	ECT protein, putative, expressed	PF04146	PTHR12357,PTHR12357:SF26	KOG1901		AT1G48110.1	ECT7	LOC_Os01g22630.1	NA
Sobic.007G005600	expressed protein	PF05078	PTHR31621,PTHR31621:SF10			AT4G24310.1		LOC_Os08g01530.1	NA
Sobic.007G005700	expressed protein		PTHR34666,PTHR34666:SF1					LOC_Os08g01550.1	NA
Sobic.007G005800	OsFBL38 - F-box domain and LRR containing protein, expressed		PTHR33110,PTHR33110:SF4			AT2G05970.1		LOC_Os07g31680.1	NA
Sobic.007G005850									NA
Sobic.007G005900	OsFBL38 - F-box domain and LRR containing protein, expressed	PF00646	PTHR33110,PTHR33110:SF4			AT4G22180.1		LOC_Os07g31680.1	NA
Sobic.007G006000	ATP-dependent Clp protease ATP-binding subunit clpA homolog,chloroplast precursor, putative, expressed	PF07728,PF10431	PTHR11638,PTHR11638:SF90		K03696	AT5G50920.1	ATHSP93-V,CLPC,CLPC1,DCA1,HSP93-V	LOC_Os12g12850.1	NA
Sobic.007G006100	NBS-LRR disease resistance protein, putative, expressed	PF00931	PTHR23155,PTHR23155:SF605	KOG4658		AT3G46530.1	RPP13	LOC_Os12g13550.1	NA
Sobic.007G006200	NBS-LRR disease resistance protein, putative, expressed	PF00931	PTHR23155,PTHR23155:SF605	KOG4658		AT3G46530.1	RPP13	LOC_Os12g13550.1	NA
Sobic.007G006300	expressed protein		PTHR33115,PTHR33115:SF6			AT5G18980.1		LOC_Os07g45460.1	NA
Sobic.007G006350									NA
Sobic.007G006400									NA
