chr,gene_id,ID,Locus.Tag,Region,Product
Ga0197603_11,MSTRG.2831,2758112434, Ga0197603_3499,complement(3985039..3985773), hypothetical protein
Ga0197603_11,MSTRG.2831,2758112435, Ga0197603_3500,complement(3985715..3989224), hypothetical protein
Ga0197603_11,MSTRG.2832,2758112436, Ga0197603_3501,complement(3989357..3990340), IS5 family transposase
Ga0197603_11,MSTRG.2833,2758112437, Ga0197603_3502,complement(3990723..3991379), uncharacterized protein DUF1629
Ga0197603_11,MSTRG.2834,2758112438, Ga0197603_3503,3992203..3992376, hypothetical protein
Ga0197603_11,MSTRG.2834,2758112439, Ga0197603_3504,3992367..3992711, hypothetical protein
Ga0197603_11,MSTRG.2835,2758112440, Ga0197603_3505,complement(3993299..3994567), PAS domain S-box-containing protein
Ga0197603_11,MSTRG.2836,2758112441, Ga0197603_3506,3994827..3994908, label=tRNA
Ga0197603_11,MSTRG.2837,2758112442, Ga0197603_3507,3995113..3996405, trigger factor
Ga0197603_11,MSTRG.2838,2758112443, Ga0197603_3508,3996498..3997124, ATP-dependent Clp protease proteolytic subunit ClpP
Ga0197603_11,MSTRG.2839,2758112444, Ga0197603_3509,3997250..3998536, ATP-dependent Clp protease ATP-binding subunit ClpX
Ga0197603_11,MSTRG.2840,2758112445, Ga0197603_3510,3998681..4001152, ATP-dependent proteinase
Ga0197603_11,MSTRG.2841,2758112446, Ga0197603_3511,4001366..4001638, nucleoid protein Hbs
Ga0197603_11,MSTRG.2842,2758112447, Ga0197603_3512,4001650..4001721, label=tRNA
Ga0197603_11,MSTRG.2843,2758112448, Ga0197603_3513,4001753..4001826, label=tRNA
Ga0197603_11,MSTRG.2844,2758112449, Ga0197603_3514,4001923..4001996, label=tRNA
Ga0197603_11,MSTRG.2845,2758112450, Ga0197603_3515,4002251..4004221, peptidyl-prolyl cis-trans isomerase D
Ga0197603_11,MSTRG.2888,2758112451, Ga0197603_3516,complement(4004987..4006162), membrane-bound lytic murein transglycosylase D
Ga0197603_11,MSTRG.2888,2758112452, Ga0197603_3517,complement(4006159..4006926), hydroxyacylglutathione hydrolase
Ga0197603_11,MSTRG.2889,2758112453, Ga0197603_3518,4006939..4007595, hypothetical protein
Ga0197603_11,MSTRG.2890,2758112454, Ga0197603_3519,4007624..4008076, RNase HI
Ga0197603_11,MSTRG.2891,2758112455, Ga0197603_3520,4008085..4008819, DNA polymerase III epsilon subunit
Ga0197603_11,MSTRG.2892,2758112456, Ga0197603_3521,complement(4009259..4009963), protein phosphatase
Ga0197603_11,MSTRG.2893,2758112457, Ga0197603_3522,4010160..4010247, label=tRNA
Ga0197603_11,MSTRG.2895,2758112459, Ga0197603_3524,4010509..4010913, hypothetical protein
Ga0197603_11,MSTRG.2902,2758112460, Ga0197603_3525,complement(4011275..4012324), heptosyltransferase I
Ga0197603_11,MSTRG.2903,2758112461, Ga0197603_3526,4012345..4013094, 3-deoxy-D-manno-octulosonic acid kinase
Ga0197603_11,MSTRG.2903,2758112462, Ga0197603_3527,4013094..4013843, beta-lactamase family protein
Ga0197603_11,MSTRG.2903,2758112463, Ga0197603_3528,4013843..4014874, cyclic pyranopterin monophosphate synthase subunit MoaA
Ga0197603_11,MSTRG.2903,2758112464, Ga0197603_3529,4014871..4015220, hypothetical protein
Ga0197603_11,MSTRG.2904,2758112465, Ga0197603_3530,4015245..4015742, cyclic pyranopterin monophosphate synthase subunit MoaC
Ga0197603_11,MSTRG.2904,2758112466, Ga0197603_3531,4015739..4015984, molybdopterin synthase subunit MoaD
Ga0197603_11,MSTRG.2905,2758112467, Ga0197603_3532,4015987..4016430, molybdopterin synthase subunit MoaE
Ga0197603_11,MSTRG.2906,2758112468, Ga0197603_3533,4016481..4016576, hypothetical protein
Ga0197603_11,MSTRG.2908,2758112470, Ga0197603_3535,complement(4016876..4016965), label=tRNA
Ga0197603_11,MSTRG.2909,2758112471, Ga0197603_3536,4017101..4019188, DNA polymerase-3 subunit gammatau
Ga0197603_11,MSTRG.2910,2758112472, Ga0197603_3537,4019195..4019515, hypothetical protein
Ga0197603_11,MSTRG.2911,2758112473, Ga0197603_3538,4019610..4020203, DNA replication and repair protein RecR
Ga0197603_11,MSTRG.2912,2758112474, Ga0197603_3539,4020309..4020659, diadenosine tetraphosphate (Ap4A) HIT family hydrolase
Ga0197603_11,MSTRG.2913,2758112475, Ga0197603_3540,complement(4020779..4021312), outer membrane lipoprotein
Ga0197603_11,MSTRG.2913,2758112476, Ga0197603_3541,complement(4021309..4023261), transglutaminase superfamily protein
Ga0197603_11,MSTRG.2913,2758112477, Ga0197603_3542,complement(4023254..4024210), uncharacterized protein (DUF58 family)
Ga0197603_11,MSTRG.2914,2758112478, Ga0197603_3543,complement(4024216..4025169), MoxR-like ATPase
Ga0197603_11,MSTRG.2915,2758112479, Ga0197603_3544,4025207..4027045, 4-amino-4-deoxy-L-arabinose transferase-like glycosyltransferase
Ga0197603_11,MSTRG.2916,2758112480, Ga0197603_3545,4027237..4029012, hypothetical protein
Ga0197603_11,MSTRG.2917,2758112481, Ga0197603_3546,complement(4029137..4029730), septum formation protein
Ga0197603_11,MSTRG.2918,2758112482, Ga0197603_3547,4029843..4030352, uncharacterized protein
Ga0197603_11,MSTRG.2919,2758112483, Ga0197603_3548,4030450..4030644, LSU ribosomal protein L32P
Ga0197603_11,MSTRG.2920,2758112484, Ga0197603_3549,4030735..4031712, 3-oxoacyl-[acyl-carrier-protein] synthase III
Ga0197603_11,MSTRG.2921,2758112485, Ga0197603_3550,4031953..4032393, PAS domain S-box-containing protein
Ga0197603_11,MSTRG.2896,2758112486, Ga0197603_3551,4032670..4033614, [acyl-carrier-protein] S-malonyltransferase
Ga0197603_11,MSTRG.2897,2758112487, Ga0197603_3552,4033697..4034440, 3-oxoacyl-[acyl-carrier-protein] reductase
Ga0197603_11,MSTRG.2898,2758112488, Ga0197603_3553,4034645..4034884, acyl carrier protein
Ga0197603_11,MSTRG.2899,2758112489, Ga0197603_3554,4035025..4036269, 3-oxoacyl-[acyl-carrier-protein] synthase II
Ga0197603_11,MSTRG.2900,2758112490, Ga0197603_3555,4036429..4037784, anthranilate synthase component 1
Ga0197603_11,MSTRG.2901,2758112491, Ga0197603_3556,4037851..4038918, UPF0755 protein
Ga0197603_11,MSTRG.2901,2758112492, Ga0197603_3557,4038915..4039874, DNA polymerase III delta prime subunit
Ga0197603_11,MSTRG.2901,2758112493, Ga0197603_3558,4039871..4040224, type IV pilus assembly protein PilZ
Ga0197603_11,MSTRG.2922,2758112494, Ga0197603_3559,4040506..4040577, label=tRNA
Ga0197603_11,MSTRG.2923,2758112495, Ga0197603_3560,complement(4040775..4041032), toxin YoeB
Ga0197603_11,MSTRG.2923,2758112496, Ga0197603_3561,complement(4041029..4041277), antitoxin YefM
Ga0197603_11,MSTRG.2924,2758112497, Ga0197603_3562,4041459..4041785, hypothetical protein
Ga0197603_11,MSTRG.2925,2758112498, Ga0197603_3563,complement(4042025..4043758), propionate catabolism operon transcriptional regulator
Ga0197603_11,MSTRG.2926,2758112499, Ga0197603_3564,4043772..4044668, methylisocitrate lyase
Ga0197603_11,MSTRG.2927,2758112500, Ga0197603_3565,4044699..4045295, uncharacterized membrane protein
Ga0197603_11,MSTRG.2928,2758112501, Ga0197603_3566,4045336..4046502, 2-methylcitrate synthase
Ga0197603_11,MSTRG.2929,2758112502, Ga0197603_3567,4046681..4049275, aconitase 2-methylcitrate dehydratase (trans-methylaconitate-forming)
Ga0197603_11,MSTRG.2930,2758112503, Ga0197603_3568,4049285..4049842, hypothetical protein
Ga0197603_11,MSTRG.2931,2758112504, Ga0197603_3569,4049956..4051155, 2-methylaconitate cis-trans isomerase
Ga0197603_11,MSTRG.2932,2758112505, Ga0197603_3570,4051663..4053879, iron complex outermembrane receptor protein
Ga0197603_11,MSTRG.2933,2758112506, Ga0197603_3571,4053958..4054956, inosine-uridine nucleoside N-ribohydrolase
Ga0197603_11,MSTRG.2934,2758112507, Ga0197603_3572,4055602..4060512, hypothetical protein
Ga0197603_11,MSTRG.2935,2758112508, Ga0197603_3573,4060861..4063848, TonB-dependent receptor
Ga0197603_11,MSTRG.2936,2758112509, Ga0197603_3574,4063993..4064943, glycerophosphoryl diester phosphodiesterase
Ga0197603_11,MSTRG.2937,2758112510, Ga0197603_3575,complement(4064916..4065224), hypothetical protein
Ga0197603_11,MSTRG.2938,2758112511, Ga0197603_3576,4065334..4067754, penicillin-binding protein 1C
Ga0197603_11,MSTRG.2939,2758112512, Ga0197603_3577,complement(4068136..4068696), bacterioferritin
Ga0197603_11,MSTRG.2940,2758112513, Ga0197603_3578,complement(4068739..4069221), peroxiredoxin
Ga0197603_11,MSTRG.2941,2758112514, Ga0197603_3579,4069383..4069859, heat shock protein Hsp20
Ga0197603_11,MSTRG.2942,2758112515, Ga0197603_3580,4070274..4071170, curved DNA-binding protein
Ga0197603_11,MSTRG.2943,2758112516, Ga0197603_3581,4071844..4072230, twitching motility two-component system response regulator PilH
Ga0197603_11,MSTRG.2944,2758112517, Ga0197603_3582,4073104..4074231, protease FtsH subunit HflK
Ga0197603_11,MSTRG.2944,2758112518, Ga0197603_3583,4074231..4075094, SPFH domain-containing protein protease FtsH subunit HflC
Ga0197603_11,MSTRG.2945,2758112519, Ga0197603_3584,4075615..4076907, adenylosuccinate synthetase
Ga0197603_11,MSTRG.2946,2758112520, Ga0197603_3585,4077364..4080033, aminopeptidase N
Ga0197603_11,MSTRG.2947,2758112521, Ga0197603_3586,complement(4080306..4081631), hypothetical protein
Ga0197603_11,MSTRG.2948,2758112522, Ga0197603_3587,complement(4081657..4082520), hypothetical protein
Ga0197603_11,MSTRG.2953,2758112523, Ga0197603_3588,complement(4082819..4082911), hypothetical protein
Ga0197603_11,MSTRG.2953,2758112524, Ga0197603_3589,complement(4082911..4083114), hypothetical protein
Ga0197603_11,MSTRG.2954,2758112525, Ga0197603_3590,complement(4083146..4083760), type I restriction modification DNA specificity protein
Ga0197603_11,MSTRG.2955,2758112526, Ga0197603_3591,complement(4083831..4084814), IS5 family transposase
Ga0197603_11,MSTRG.2956,2758112527, Ga0197603_3592,complement(4084866..4085357), type I restriction modification DNA specificity protein
Ga0197603_11,MSTRG.2957,2758112528, Ga0197603_3593,complement(4085428..4086411), IS5 family transposase
Ga0197603_11,MSTRG.2958,2758112529, Ga0197603_3594,complement(4086463..4086837), type I restriction modification DNA specificity protein
Ga0197603_11,MSTRG.2959,2758112530, Ga0197603_3595,complement(4086839..4088383), type I restriction enzyme M protein
Ga0197603_11,MSTRG.2960,2758112531, Ga0197603_3596,complement(4088430..4089428), abortive infection bacteriophage resistance protein
Ga0197603_11,MSTRG.2961,2758112532, Ga0197603_3597,complement(4089568..4093381), type I restriction enzyme R subunit
Ga0197603_11,MSTRG.2962,2758112533, Ga0197603_3598,4093618..4093884, hypothetical protein
Ga0197603_11,MSTRG.2963,2758112534, Ga0197603_3599,complement(4094132..4095685), protein kinase-like protein
Ga0197603_11,MSTRG.2949,2758112535, Ga0197603_3600,4096131..4096883, hypothetical protein
Ga0197603_11,MSTRG.2950,2758112536, Ga0197603_3601,4097553..4098326, hypothetical protein
Ga0197603_11,MSTRG.2951,2758112537, Ga0197603_3602,complement(4098390..4099019), TetR family transcriptional regulator
Ga0197603_11,MSTRG.2952,2758112538, Ga0197603_3603,4099240..4100013, broad specificity phosphatase PhoE
Ga0197603_11,MSTRG.2952,2758112539, Ga0197603_3604,4100013..4100882, hydroxyethylthiazole kinase-like uncharacterized protein yjeF
Ga0197603_11,MSTRG.2964,2758112540, Ga0197603_3605,4101181..4102692, glucosylceramidase
Ga0197603_11,MSTRG.2965,2758112541, Ga0197603_3606,complement(4102824..4104629), GH15 family glucan-1 4-alpha-glucosidase
Ga0197603_11,MSTRG.2965,2758112542, Ga0197603_3607,complement(4104626..4105528), hypothetical protein
Ga0197603_11,MSTRG.2966,2758112543, Ga0197603_3608,complement(4105676..4106350), hypothetical protein
Ga0197603_11,MSTRG.2967,2758112544, Ga0197603_3609,complement(4106962..4109322), predicted alpha-1 2-mannosidase
Ga0197603_11,MSTRG.2968,2758112545, Ga0197603_3610,complement(4109566..4110546), short-subunit dehydrogenase
Ga0197603_11,MSTRG.2969,2758112546, Ga0197603_3611,4110708..4111337, DNA-N1-methyladenine dioxygenase
Ga0197603_11,MSTRG.2970,2758112547, Ga0197603_3612,4111541..4113250, cyclic nucleotide-regulated FAD-dependent pyridine nucleotide-disulfide oxidoreductase
Ga0197603_11,MSTRG.2970,2758112548, Ga0197603_3613,4113247..4113552, ubiquitin-hydrolase Zn-finger-containing protein
Ga0197603_11,MSTRG.2971,2758112549, Ga0197603_3614,complement(4113732..4114478), EAL domain-containing protein (putative c-di-GMP-specific phosphodiesterase class I)
Ga0197603_11,MSTRG.2972,2758112550, Ga0197603_3615,4114625..4115263, HD domain-containing protein
Ga0197603_11,MSTRG.2973,2758112551, Ga0197603_3616,4115514..4118039, excinuclease ABC subunit A
Ga0197603_11,MSTRG.2974,2758112552, Ga0197603_3617,4118227..4118364, hypothetical protein
Ga0197603_11,MSTRG.2975,2758112553, Ga0197603_3618,4118595..4124735, hypothetical protein
Ga0197603_11,MSTRG.2976,2758112554, Ga0197603_3619,4125074..4125925, hypothetical protein
Ga0197603_11,MSTRG.2977,2758112555, Ga0197603_3620,complement(4126304..4128601), xanthine dehydrogenase molybdenum binding subunit apoprotein
Ga0197603_11,MSTRG.2977,2758112556, Ga0197603_3621,complement(4128598..4129662), xanthine dehydrogenase YagS FAD-binding subunit
Ga0197603_11,MSTRG.2977,2758112557, Ga0197603_3622,complement(4129659..4130237), xanthine dehydrogenase YagT iron-sulfur-binding subunit
Ga0197603_11,MSTRG.2978,2758112558, Ga0197603_3623,4130538..4131869, hypothetical protein
Ga0197603_11,MSTRG.2978,2758112559, Ga0197603_3624,4131866..4132459, hypothetical protein
Ga0197603_11,MSTRG.2979,2758112560, Ga0197603_3625,4132523..4132864, mannose-6-phosphate isomerase-like protein (cupin superfamily)
Ga0197603_11,MSTRG.2980,2758112561, Ga0197603_3626,4133025..4133540, hypothetical protein
Ga0197603_11,MSTRG.2981,2758112562, Ga0197603_3627,complement(4133748..4134173), death-on-curing protein
Ga0197603_11,MSTRG.2982,2758112563, Ga0197603_3628,complement(4134183..4134404), putative addiction module antidote
Ga0197603_11,MSTRG.2983,2758112564, Ga0197603_3629,4134554..4135159, SOS-response transcriptional repressor LexA
Ga0197603_11,MSTRG.2984,2758112565, Ga0197603_3630,4135161..4135814, hypothetical protein
Ga0197603_11,MSTRG.2985,2758112566, Ga0197603_3631,4135824..4137242, protein ImuB
Ga0197603_11,MSTRG.2986,2758112567, Ga0197603_3632,4137417..4140668, DNA polymerase III alpha subunit
Ga0197603_11,MSTRG.2987,2758112568, Ga0197603_3633,4140798..4141349, catechol 2 3-dioxygenase-like lactoylglutathione lyase family enzyme
Ga0197603_11,MSTRG.2988,2758112569, Ga0197603_3634,4141835..4142653, HD-like signal output (HDOD) protein
Ga0197603_11,MSTRG.2989,2758112570, Ga0197603_3635,complement(4142767..4144164), arginyl peptidase
Ga0197603_11,MSTRG.2990,2758112571, Ga0197603_3636,4144355..4144635, hypothetical protein
Ga0197603_11,MSTRG.2991,2758112572, Ga0197603_3637,complement(4144654..4145166), uncharacterized protein DUF3757
Ga0197603_11,MSTRG.2992,2758112573, Ga0197603_3638,4145526..4147487, putative OPT family oligopeptide transporter
Ga0197603_11,MSTRG.2993,2758112574, Ga0197603_3639,complement(4147776..4149314), AAA ATPase-like protein
Ga0197603_11,MSTRG.2994,2758112575, Ga0197603_3640,4150244..4151089, outer membrane putative beta-barrel porinalpha-amylase
Ga0197603_11,MSTRG.2995,2758112576, Ga0197603_3641,4151380..4153500, dipeptidyl aminopeptidaseacylaminoacyl peptidase
Ga0197603_11,MSTRG.2996,2758112577, Ga0197603_3642,complement(4153630..4154856), hypothetical protein
Ga0197603_11,MSTRG.2997,2758112578, Ga0197603_3643,4155024..4155862, transposase-like zinc ribbon protein
Ga0197603_11,MSTRG.2998,2758112579, Ga0197603_3644,4156055..4156513, hypothetical protein
Ga0197603_11,MSTRG.2999,2758112580, Ga0197603_3645,4156644..4157369, AraC family transcriptional regulator
Ga0197603_11,MSTRG.3000,2758112581, Ga0197603_3646,4158099..4160243, type III secretion system XopPhlk family effector
Ga0197603_11,MSTRG.3001,2758112582, Ga0197603_3647,4160359..4162503, hypothetical protein
Ga0197603_11,MSTRG.3002,2758112583, Ga0197603_3648,4162608..4164758, hypothetical protein
Ga0197603_11,MSTRG.3003,2758112584, Ga0197603_3649,complement(4164886..4165140), hypothetical protein
Ga0197603_11,MSTRG.3004,2758112585, Ga0197603_3650,complement(4165145..4165891), EndoU nuclease-like protein
Ga0197603_11,MSTRG.3005,2758112586, Ga0197603_3651,complement(4165961..4166966), hypothetical protein
Ga0197603_11,MSTRG.3007,2758112587, Ga0197603_3652,complement(4167224..4169332), catalase
Ga0197603_11,MSTRG.3008,2758112588, Ga0197603_3653,complement(4169536..4170390), diketogulonate reductase-like aldoketo reductase
Ga0197603_11,MSTRG.3009,2758112589, Ga0197603_3654,complement(4170450..4172120), carboxylesterase type B
Ga0197603_11,MSTRG.3006,2758112590, Ga0197603_3655,complement(4172455..4175388), glycine dehydrogenase (decarboxylating) alpha subunit glycine dehydrogenase (decarboxylating) beta subunit
Ga0197603_11,MSTRG.3010,2758112591, Ga0197603_3656,complement(4175856..4176047), hypothetical protein
Ga0197603_11,MSTRG.3011,2758112592, Ga0197603_3657,4176428..4177285, sulfotransferase
Ga0197603_11,MSTRG.3011,2758112593, Ga0197603_3658,4177266..4178615, membrane fusion protein
Ga0197603_11,MSTRG.3011,2758112594, Ga0197603_3659,4178612..4180768, colicin V processing peptidase
Ga0197603_11,MSTRG.3012,2758112595, Ga0197603_3660,4180968..4182299, DHA1 family bicyclomycinchloramphenicol resistance-like MFS transporter
Ga0197603_11,MSTRG.3013,2758112596, Ga0197603_3661,4182316..4182720, hypothetical protein
Ga0197603_11,MSTRG.3014,2758112597, Ga0197603_3662,complement(4182798..4184816), peptidyl-dipeptidase A
Ga0197603_11,MSTRG.3015,2758112598, Ga0197603_3663,complement(4184928..4186595), phosphatidylethanolamine:Kdo2-lipid A phosphoethanolamine transferase
Ga0197603_11,MSTRG.3015,2758112599, Ga0197603_3664,complement(4186592..4187356), membrane-associated PAP2 superfamily phosphatase
Ga0197603_11,MSTRG.3016,2758112600, Ga0197603_3665,complement(4187456..4189183), 4-amino-4-deoxy-L-arabinose transferase-like glycosyltransferase
Ga0197603_11,MSTRG.3017,2758112601, Ga0197603_3666,4189408..4190124, DNA-binding response OmpR family regulator
Ga0197603_11,MSTRG.3017,2758112602, Ga0197603_3667,4190117..4191406, signal transduction histidine kinase
Ga0197603_11,MSTRG.3018,2758112603, Ga0197603_3668,complement(4191560..4192051), hypothetical protein
Ga0197603_11,MSTRG.3019,2758112604, Ga0197603_3669,complement(4192120..4192377), cell division topological specificity factor MinE
Ga0197603_11,MSTRG.3020,2758112605, Ga0197603_3670,complement(4192380..4193189), septum site-determining protein MinD
Ga0197603_11,MSTRG.3021,2758112606, Ga0197603_3671,complement(4193225..4193971), septum site-determining protein MinC
Ga0197603_11,MSTRG.3022,2758112607, Ga0197603_3672,complement(4193975..4194571), hypothetical protein
Ga0197603_11,MSTRG.3023,2758112608, Ga0197603_3673,4194821..4196017, signal transduction histidine kinase
Ga0197603_11,MSTRG.3023,2758112609, Ga0197603_3674,4196017..4196658, LuxR family two component transcriptional regulator
Ga0197603_11,MSTRG.3024,2758112610, Ga0197603_3675,4196990..4198171, polyketide cyclasedehydraselipid transport protein
Ga0197603_11,MSTRG.3025,2758112611, Ga0197603_3676,4198268..4198639, uncharacterized membrane protein YgdD (TMEM256DUF423 family)
Ga0197603_11,MSTRG.3026,2758112612, Ga0197603_3677,4198642..4199277, DNA-3-methyladenine glycosylase II
Ga0197603_11,MSTRG.3027,2758112613, Ga0197603_3678,complement(4199343..4200140), D-Ala-D-Ala carboxypeptidase
Ga0197603_11,MSTRG.3028,2758112614, Ga0197603_3679,complement(4200156..4200761), PH (Pleckstrin Homology) domain-containing protein
Ga0197603_11,MSTRG.3029,2758112615, Ga0197603_3680,complement(4200763..4200939), hypothetical protein
Ga0197603_11,MSTRG.3029,2758112616, Ga0197603_3681,complement(4200936..4201115), hypothetical protein
Ga0197603_11,MSTRG.3029,2758112617, Ga0197603_3682,complement(4201112..4201396), hypothetical protein
Ga0197603_11,MSTRG.3030,2758112618, Ga0197603_3683,complement(4201406..4202275), SPFH domainBand 7 family protein
Ga0197603_11,MSTRG.3031,2758112619, Ga0197603_3684,4202404..4203606, formate-dependent phosphoribosylglycinamide formyltransferase
Ga0197603_11,MSTRG.3032,2758112620, Ga0197603_3685,complement(4203739..4204221), hypothetical protein
Ga0197603_11,MSTRG.3033,2758112621, Ga0197603_3686,complement(4204252..4205484), endonucleaseexonucleasephosphatase family protein
Ga0197603_11,MSTRG.3034,2758112622, Ga0197603_3687,complement(4205537..4206433), arginine-tRNA-protein transferase
Ga0197603_11,MSTRG.3035,2758112623, Ga0197603_3688,4206491..4207090, EF hand domain-containing protein
Ga0197603_11,MSTRG.3036,2758112624, Ga0197603_3689,4207208..4208187, transposase-like protein
Ga0197603_11,MSTRG.3037,2758112625, Ga0197603_3690,complement(4208269..4208754), hypothetical protein
Ga0197603_11,MSTRG.3038,2758112626, Ga0197603_3691,complement(4209297..4210245), RNA polymerase sigma factor (sigma-70 family)
Ga0197603_11,MSTRG.3039,2758112627, Ga0197603_3692,complement(4210358..4210861), putative signal transducing protein
Ga0197603_11,MSTRG.3040,2758112628, Ga0197603_3693,complement(4211088..4211993), acyl-CoA thioesterase-2
Ga0197603_11,MSTRG.3041,2758112629, Ga0197603_3694,complement(4212064..4212834), enoyl-CoA hydratasecarnithine racemase
Ga0197603_11,MSTRG.3042,2758112630, Ga0197603_3695,4212858..4213328, hypothetical protein
Ga0197603_11,MSTRG.3043,2758112631, Ga0197603_3696,complement(4213442..4213846), acyl-CoA thioester hydrolase
Ga0197603_11,MSTRG.3043,2758112632, Ga0197603_3697,complement(4213846..4216812), excinuclease ABC subunit A
Ga0197603_11,MSTRG.3047,2758112633, Ga0197603_3698,4217105..4217425, LSU ribosomal protein L21P
Ga0197603_11,MSTRG.3048,2758112634, Ga0197603_3699,4217438..4217698, LSU ribosomal protein L27P
Ga0197603_11,MSTRG.3049,2758112635, Ga0197603_3700,4217931..4218983, GTP-binding protein
Ga0197603_11,MSTRG.3050,2758112636, Ga0197603_3701,complement(4219075..4219344), SSU ribosomal protein S20P
Ga0197603_11,MSTRG.3051,2758112637, Ga0197603_3702,4219461..4221065, putative peptidoglycan lipid II flippase
Ga0197603_11,MSTRG.3052,2758112638, Ga0197603_3703,4221258..4222259, FMN adenylyltransferase riboflavin kinase
Ga0197603_11,MSTRG.3052,2758112639, Ga0197603_3704,4222256..4225087, isoleucyl-tRNA synthetase
Ga0197603_11,MSTRG.3044,2758112640, Ga0197603_3705,4225400..4225918, signal peptidase II
Ga0197603_11,MSTRG.3045,2758112641, Ga0197603_3706,4225985..4226935, 4-hydroxy-3-methylbut-2-enyl diphosphate reductase
Ga0197603_11,MSTRG.3046,2758112642, Ga0197603_3707,4227025..4227097, label=tRNA
Ga0197603_11,MSTRG.3054,2758112643, Ga0197603_3708,4227462..4228397, cytochrome bo3 quinol oxidase subunit 2
Ga0197603_11,MSTRG.3054,2758112644, Ga0197603_3709,4228397..4230397, cytochrome bo3 quinol oxidase subunit 1 apoprotein
Ga0197603_11,MSTRG.3055,2758112645, Ga0197603_3710,4230400..4231026, cytochrome bo3 quinol oxidase subunit 3
Ga0197603_11,MSTRG.3055,2758112646, Ga0197603_3711,4231026..4231361, cytochrome bo3 quinol oxidase subunit 4
Ga0197603_11,MSTRG.3056,2758112647, Ga0197603_3712,4231531..4233411, glycyl aminopeptidase
Ga0197603_11,MSTRG.3057,2758112648, Ga0197603_3713,4233636..4235027, DNA repair protein RadASms
Ga0197603_11,MSTRG.3053,2758112649, Ga0197603_3714,4235451..4235837, uncharacterized membrane protein YhaH (DUF805 family)
Ga0197603_11,MSTRG.3058,2758112650, Ga0197603_3715,complement(4236362..4237153), DNA-binding response OmpR family regulator
Ga0197603_11,MSTRG.3059,2758112651, Ga0197603_3716,4237973..4239403, AraC-like DNA-binding protein
Ga0197603_11,MSTRG.3060,2758112652, Ga0197603_3717,4239613..4241487, molecular chaperone HtpG
Ga0197603_11,MSTRG.3061,2758112653, Ga0197603_3718,4241512..4243836, hypothetical protein
Ga0197603_11,MSTRG.3062,2758112654, Ga0197603_3719,4244500..4245342, rsbT co-antagonist protein RsbR
Ga0197603_11,MSTRG.3063,2758112655, Ga0197603_3720,4245344..4245706, rsbT antagonist protein RsbS
Ga0197603_11,MSTRG.3063,2758112656, Ga0197603_3721,4245703..4246098, serinethreonine-protein kinase RsbT
Ga0197603_11,MSTRG.3063,2758112657, Ga0197603_3722,4246089..4247102, anti-sigma regulatory factor (SerThr protein kinase)
Ga0197603_11,MSTRG.3063,2758112658, Ga0197603_3723,4247099..4247974, signal transduction histidine kinase
Ga0197603_11,MSTRG.3063,2758112659, Ga0197603_3724,4247964..4249919, PAS domain S-box-containing protein
Ga0197603_11,MSTRG.3064,2758112660, Ga0197603_3725,complement(4250103..4250617), hypothetical protein
Ga0197603_11,MSTRG.3065,2758112661, Ga0197603_3726,complement(4250641..4251087), thioredoxin 2
Ga0197603_11,MSTRG.3066,2758112662, Ga0197603_3727,complement(4251261..4251626), uncharacterized protein YbaA (DUF1428 family)
Ga0197603_11,MSTRG.3067,2758112663, Ga0197603_3728,complement(4252099..4253229), phospho-acceptor domain-containing protein
Ga0197603_11,MSTRG.3067,2758112664, Ga0197603_3729,complement(4253226..4253810), two-component system chemotaxis response regulator CheB
Ga0197603_11,MSTRG.3067,2758112665, Ga0197603_3730,complement(4253807..4254632), chemotaxis protein methyltransferase CheR
Ga0197603_11,MSTRG.3067,2758112666, Ga0197603_3731,complement(4254629..4257802), GAF sensor hybrid histidine kinase
Ga0197603_11,MSTRG.3068,2758112667, Ga0197603_3732,4257962..4259125, PASPAC sensor signal transduction histidine kinase
Ga0197603_11,MSTRG.3068,2758112668, Ga0197603_3733,4259118..4259486, response regulator receiver domain-containing protein
Ga0197603_11,MSTRG.3069,2758112669, Ga0197603_3734,complement(4259711..4261294), alpha-N-arabinofuranosidase
Ga0197603_11,MSTRG.3070,2758112670, Ga0197603_3735,4261542..4262591, aldose 1-epimerase
Ga0197603_11,MSTRG.3071,2758112671, Ga0197603_3736,complement(4262879..4263670), ABC-type uncharacterized transport system permease subunit
Ga0197603_11,MSTRG.3075,2758112672, Ga0197603_3737,4263967..4265343, signal recognition particle subunit FFHSRP54 (srp54)
Ga0197603_11,MSTRG.3076,2758112673, Ga0197603_3738,4265367..4266656, hypothetical protein
Ga0197603_11,MSTRG.3077,2758112674, Ga0197603_3739,4266769..4267839, nitronate monooxygenase
Ga0197603_11,MSTRG.3077,2758112675, Ga0197603_3740,4267803..4268627, branched-subunit amino acid aminotransferase4-amino-4-deoxychorismate lyase
Ga0197603_11,MSTRG.3078,2758112676, Ga0197603_3741,4268725..4268982, SSU ribosomal protein S16P
Ga0197603_11,MSTRG.3079,2758112677, Ga0197603_3742,4269026..4269538, 16S rRNA processing protein RimM
Ga0197603_11,MSTRG.3080,2758112678, Ga0197603_3743,4269604..4270362, tRNA (guanine37-N(1)-) methyltransferase
Ga0197603_11,MSTRG.3081,2758112679, Ga0197603_3744,4270507..4270914, LSU ribosomal protein L19P
Ga0197603_11,MSTRG.3072,2758112680, Ga0197603_3745,complement(4271397..4272890), putative MATE family efflux protein
